X	Y	Z	Resultado	
-1	-3	4	6.75253	
-1	-2	-4	7.50075	
-1	-2	-3	9.18311	
-1	-2	-2	11.4514	
-1	-2	-1	14.0404	
-1	-2	0	15.42	
-1	-2	1	14.0753	
-1	-2	2	11.4821	
-1	-2	3	9.20434	
-1	-2	4	7.51553	
-1	-1	-4	8.10256	
-1	-1	-3	10.3584	
-1	-1	-2	14.0097	
-1	-1	-1	19.6036	
-1	-1	0	22.1718	
-1	-1	1	19.6349	
-1	-1	2	14.0636	
-1	-1	3	10.3884	
-1	-1	4	8.12121	
-1	0	-4	8.34156	
-1	0	-3	10.8717	
-1	0	-2	15.3591	
-1	0	-1	22.3758	
-1	0	0	23.3843	
-1	0	1	22.2713	
-1	0	2	15.4299	
-1	0	3	10.9073	
-1	0	4	8.36247	
-1	1	-4	8.11318	
-1	1	-3	10.3818	
-1	1	-2	14.0746	
-1	1	-1	19.7434	
-1	1	0	22.3003	
-1	1	1	19.8499	
-1	1	2	14.1395	
-1	1	3	10.4159	
-1	1	4	8.13351	
-1	2	-4	7.51741	
-1	2	-3	9.2146	
-1	2	-2	11.5154	
-1	2	-1	14.1637	
-1	2	0	15.5834	
-1	2	1	14.2062	
-1	2	2	11.5545	
-1	2	3	9.24043	
-1	2	4	7.53449	
-1	3	-4	6.75971	
-1	3	-3	7.91451	
-1	3	-2	9.23427	
-1	3	-1	10.4404	
-1	3	0	10.9689	
-1	3	1	10.4563	
-1	3	2	9.2541	
-1	3	3	7.93126	
-1	3	4	6.77252	
-1	4	-4	6.0017	
-1	4	-3	6.76649	
-1	4	-2	7.53673	
-1	4	-1	8.14993	
-1	4	0	8.39302	
-1	4	1	8.15684	
-1	4	2	7.54698	
-1	4	3	6.77684	
-1	4	4	6.01073	
0	-4	-4	6.07564	
0	-4	-3	6.87293	
0	-4	-2	7.68448	
0	-4	-1	8.33731	
0	-4	0	8.59731	
0	-4	1	8.34286	
0	-4	2	7.69271	
0	-4	3	6.88137	
0	-4	4	6.08321	
0	-3	-4	6.87211	
0	-3	-3	8.09655	
0	-3	-2	9.52681	
0	-3	-1	10.8684	
0	-3	0	11.4673	
0	-3	1	10.8821	
0	-3	2	9.54303	
0	-3	3	8.11029	
0	-3	4	6.88296	
0	-2	-4	7.68165	
0	-2	-3	9.52213	
0	-2	-2	12.1322	
0	-2	-1	15.3597	
0	-2	0	17.2289	
0	-2	1	15.4063	
0	-2	2	12.1658	
0	-2	3	9.54379	
0	-2	4	7.69651	
0	-1	-4	8.33198	
0	-1	-3	10.853	
0	-1	-2	15.3181	
0	-1	-1	22.2124	
0	-1	0	22.9267	
0	-1	1	22.0314	
0	-1	2	15.3764	
0	-1	3	10.8831	
0	-1	4	8.35068	
0	0	-4	8.59221	
0	0	-3	11.4466	
0	0	-2	17.1266	
0	0	-1	23.1448	
0	0	0	17.3323	
0	0	1	23.3614	
0	0	2	17.1954	
0	0	3	11.4824	
0	0	4	8.61326	
0	1	-4	8.34266	
0	1	-3	10.8766	
0	1	-2	15.3842	
0	1	-1	22.2155	
0	1	0	22.6469	
0	1	1	22.1256	
0	1	2	15.4671	
0	1	3	10.9127	
0	1	4	8.36346	
0	2	-4	7.69839	
0	2	-3	9.55384	
0	2	-2	12.197	
0	2	-1	15.4877	
0	2	0	17.4121	
0	2	1	15.5588	
0	2	2	12.2454	
0	2	3	9.58181	
0	2	4	7.71606	
0	3	-4	6.89015	
0	3	-3	8.12591	
0	3	-2	9.57436	
0	3	-1	10.9389	
0	3	0	11.552	
0	3	1	10.9586	
0	3	2	9.59686	
0	3	3	8.14379	
0	3	4	6.9034	
0	4	-4	6.09235	
0	4	-3	6.89707	
0	4	-2	7.71822	
0	4	-1	8.38064	
0	4	0	8.64564	
0	4	1	8.38827	
0	4	2	7.72924	
0	4	3	6.90791	
0	4	4	6.10163	
1	-4	-4	5.98113	
1	-4	-3	6.73694	
1	-4	-2	7.49556	
1	-4	-1	8.0971	
1	-4	0	8.33416	
1	-4	1	8.1017	
1	-4	2	7.50259	
1	-4	3	6.74439	
1	-4	4	5.98801	
1	-3	-4	6.73636	
1	-3	-3	7.87702	
1	-3	-2	9.17407	
1	-3	-1	10.351	
1	-3	0	10.8618	
1	-3	1	10.3609	
1	-3	2	9.1867	
1	-3	3	7.88854	
1	-3	4	6.74594	
1	-2	-4	7.49365	
1	-2	-3	9.17127	
1	-2	-2	11.4299	
1	-2	-1	13.9943	
1	-2	0	15.3408	
1	-2	1	14.018	
1	-2	2	11.4519	
1	-2	3	9.18812	
1	-2	4	7.50636	
1	-1	-4	8.09379	
1	-1	-3	10.3431	
1	-1	-2	13.9829	
1	-1	-1	19.4476	
1	-1	0	22.1685	
1	-1	1	19.5187	
1	-1	2	14.0103	
1	-1	3	10.3646	
1	-1	4	8.10932	
1	0	-4	8.33149	
1	0	-3	10.8528	
1	0	-2	15.3238	
1	0	-1	21.8011	
1	0	0	23.5323	
1	0	1	22.1004	
1	0	2	15.3475	
1	0	3	10.8774	
1	0	4	8.34884	
1	1	-4	8.1028	
1	1	-3	10.3608	
1	1	-2	14.0204	
1	1	-1	19.5186	
1	1	0	22.2474	
1	1	1	19.674	
1	1	2	14.0638	
1	1	3	10.3874	
1	1	4	8.12026	
1	2	-4	7.50818	
1	2	-3	9.19677	
1	2	-2	11.4757	
1	2	-1	14.0704	
1	2	0	15.4437	
1	2	1	14.1124	
1	2	2	11.5098	
1	2	3	9.21923	
1	2	4	7.5235	
1	3	-4	6.75248	
1	3	-3	7.90218	
1	3	-2	9.21262	
1	3	-1	10.4053	
1	3	0	10.926	
1	3	1	10.4206	
1	3	2	9.23098	
1	3	3	7.91755	
1	3	4	6.76434	
1	4	-4	5.99644	
1	4	-3	6.75857	
1	4	-2	7.52503	
1	4	-1	8.1342	
1	4	0	8.37531	
1	4	1	8.14077	
1	4	2	7.53471	
1	4	3	6.76831	
1	4	4	6.00498	
2	-4	-4	5.72544	
2	-4	-3	6.37747	
2	-4	-2	7.00915	
2	-4	-1	7.49291	
2	-4	0	7.67912	
2	-4	1	7.49615	
2	-4	2	7.01438	
2	-4	3	6.38338	
2	-4	4	5.73119	
2	-3	-4	6.37722	
2	-3	-3	7.31858	
2	-3	-2	8.32229	
2	-3	-1	9.16897	
2	-3	0	9.51652	
2	-3	1	9.17447	
2	-3	2	8.33044	
2	-3	3	7.32701	
2	-3	4	6.38489	
2	-2	-4	7.00844	
2	-2	-3	8.32141	
2	-2	-2	9.89632	
2	-2	-1	11.4186	
2	-2	0	12.1095	
2	-2	1	11.427	
2	-2	2	9.90784	
2	-2	3	8.33265	
2	-2	4	7.01814	
2	-1	-4	7.49202	
2	-1	-3	9.16732	
2	-1	-2	11.4182	
2	-1	-1	13.9554	
2	-1	0	15.2625	
2	-1	1	13.9621	
2	-1	2	11.4307	
2	-1	3	9.18073	
2	-1	4	7.50348	
2	0	-4	7.67926	
2	0	-3	9.51634	
2	0	-2	12.1131	
2	0	-1	15.2763	
2	0	0	17.0212	
2	0	1	15.2782	
2	0	2	12.126	
2	0	3	9.53138	
2	0	4	7.69187	
2	1	-4	7.49878	
2	1	-3	9.17872	
2	1	-2	11.4373	
2	1	-1	13.9841	
2	1	0	15.2995	
2	1	1	13.9983	
2	1	2	11.4554	
2	1	3	9.19496	
2	1	4	7.51159	
2	2	-4	7.01976	
2	2	-3	8.33931	
2	2	-2	9.9241	
2	2	-1	11.4582	
2	2	0	12.1577	
2	2	1	11.4727	
2	2	2	9.9414	
2	2	3	8.35406	
2	2	4	7.03139	
2	3	-4	6.39038	
2	3	-3	7.3378	
2	3	-2	8.34951	
2	3	-1	9.20455	
2	3	0	9.55708	
2	3	1	9.21305	
2	3	2	8.36125	
2	3	3	7.34897	
2	3	4	6.39982	
2	4	-4	5.73845	
2	4	-3	6.39514	
2	4	-2	7.03224	
2	4	-1	7.52099	
2	4	0	7.70979	
2	4	1	7.52561	
2	4	2	7.03943	
2	4	3	6.40284	
2	4	4	5.74557	
3	-4	-4	5.36461	
3	-4	-3	5.88946	
3	-4	-2	6.37567	
3	-4	-1	6.73288	
3	-4	0	6.86676	
3	-4	1	6.73503	
3	-4	2	6.37935	
3	-4	3	5.89388	
3	-4	4	5.36917	
3	-3	-4	5.88946	
3	-3	-3	6.60622	
3	-3	-2	7.31569	
3	-3	-1	7.87017	
3	-3	0	8.08613	
3	-3	1	7.87325	
3	-3	2	7.32078	
3	-3	3	6.61208	
3	-3	4	5.89527	
3	-2	-4	6.37574	
3	-2	-3	7.31571	
3	-2	-2	8.31673	
3	-2	-1	9.15932	
3	-2	0	9.5039	
3	-2	1	9.16324	
3	-2	2	8.32318	
3	-2	3	7.32303	
3	-2	4	6.38279	
3	-1	-4	6.73333	
3	-1	-3	7.87071	
3	-1	-2	9.16023	
3	-1	-1	10.3233	
3	-1	0	10.8223	
3	-1	1	10.3273	
3	-1	2	9.16746	
3	-1	3	7.87918	
3	-1	4	6.74143	
3	0	-4	6.86825	
3	0	-3	8.08827	
3	0	-2	9.50757	
3	0	-1	10.8267	
3	0	0	11.4052	
3	0	1	10.8309	
3	0	2	9.51553	
3	0	3	8.0976	
3	0	4	6.87702	
3	1	-4	6.73813	
3	1	-3	7.87787	
3	1	-2	9.17058	
3	1	-1	10.337	
3	1	0	10.8383	
3	1	1	10.3428	
3	1	2	9.17969	
3	1	3	7.88767	
3	1	4	6.74703	
3	2	-4	6.38408	
3	2	-3	7.32769	
3	2	-2	8.33336	
3	2	-1	9.18067	
3	2	0	9.52811	
3	2	1	9.18653	
3	2	2	8.34218	
3	2	3	7.33685	
3	2	4	6.39234	
3	3	-4	5.8996	
3	3	-3	6.62008	
3	3	-2	7.33393	
3	3	-1	7.89252	
3	3	0	8.11072	
3	3	1	7.89696	
3	3	2	7.34089	
3	3	3	6.62759	
3	3	4	5.90662	
3	4	-4	5.37511	
3	4	-3	5.90309	
3	4	-2	6.3927	
3	4	-1	6.75284	
3	4	0	6.88819	
3	4	1	6.7558	
3	4	2	6.39761	
3	4	3	5.90873	
3	4	4	5.38067	
4	-4	-4	4.95818	
4	-4	-3	5.36349	
4	-4	-2	5.72277	
4	-4	-1	5.9767	
4	-4	0	6.06966	
4	-4	1	5.97814	
4	-4	2	5.72534	
4	-4	3	5.36674	
4	-4	4	4.96171	
4	-3	-4	5.36362	
4	-3	-3	5.88791	
4	-3	-2	6.37335	
4	-3	-1	6.72973	
4	-3	0	6.86314	
4	-3	1	6.73161	
4	-3	2	6.37665	
4	-3	3	5.89199	
4	-3	4	5.36794	
4	-2	-4	5.72316	
4	-2	-3	6.37364	
4	-2	-2	7.00292	
4	-2	-1	7.48387	
4	-2	0	7.66836	
4	-2	1	7.48614	
4	-2	2	7.0069	
4	-2	3	6.37853	
4	-2	4	5.72823	
4	-1	-4	5.97761	
4	-1	-3	6.7307	
4	-1	-2	7.48474	
4	-1	-1	8.08037	
4	-1	0	8.31361	
4	-1	1	8.08289	
4	-1	2	7.48924	
4	-1	3	6.73624	
4	-1	4	5.9833	
4	0	-4	6.07142	
4	0	-3	6.86531	
4	0	-2	7.67089	
4	0	-1	8.3157	
4	0	0	8.5704	
4	0	1	8.31848	
4	0	2	7.67581	
4	0	3	6.8713	
4	0	4	6.0775	
4	1	-4	5.98097	
4	1	-3	6.73528	
4	1	-2	7.49074	
4	1	-1	8.08769	
4	1	0	8.32168	
4	1	1	8.09072	
4	1	2	7.49593	
4	1	3	6.74142	
4	1	4	5.9871	
4	2	-4	5.72918	
4	2	-3	6.38165	
4	2	-2	7.01317	
4	2	-1	7.49614	
4	2	0	7.68172	
4	2	1	7.49911	
4	2	2	7.01815	
4	2	3	6.38745	
4	2	4	5.73496	
4	3	-4	5.37124	
4	3	-3	5.89772	
4	3	-2	6.38552	
4	3	-1	6.74392	
4	3	0	6.87837	
4	3	1	6.74641	
4	3	2	6.38974	
4	3	3	5.90273	
4	3	4	5.37631	
4	4	-4	4.96639	
4	4	-3	5.37372	
4	4	-2	5.73504	
4	4	-1	5.99063	
4	4	0	6.0844	
4	4	1	5.99252	
4	4	2	5.73833	
4	4	3	5.37774	
4	4	4	4.9706	
