X	Y	Z	Resultado	
-8	-5	-2	4.08803	
-8	-5	-1	4.15085	
-8	-5	0	4.16944	
-8	-5	1	4.14201	
-8	-5	2	4.07121	
-8	-5	3	3.96346	
-8	-5	4	3.82741	
-8	-5	5	3.67235	
-8	-5	6	3.50678	
-8	-5	7	3.33768	
-8	-5	8	3.17029	
-8	-5	9	3.00819	
-8	-5	10	2.85366	
-8	-4	-10	2.95452	
-8	-4	-9	3.12343	
-8	-4	-8	3.30175	
-8	-4	-7	3.48707	
-8	-4	-6	3.6753	
-8	-4	-5	3.8603	
-8	-4	-4	4.03363	
-8	-4	-3	4.18481	
-8	-4	-2	4.30241	
-8	-4	-1	4.3758	
-8	-4	0	4.39758	
-8	-4	1	4.36543	
-8	-4	2	4.28278	
-8	-4	3	4.15787	
-8	-4	4	4.00163	
-8	-4	5	3.82541	
-8	-4	6	3.63933	
-8	-4	7	3.45136	
-8	-4	8	3.26722	
-8	-4	9	3.09063	
-8	-4	10	2.92375	
-8	-3	-10	3.01479	
-8	-3	-9	3.1949	
-8	-3	-8	3.38653	
-8	-3	-7	3.58738	
-8	-3	-6	3.79332	
-8	-3	-5	3.99775	
-8	-3	-4	4.19121	
-8	-3	-3	4.36158	
-8	-3	-2	4.49519	
-8	-3	-1	4.57909	
-8	-3	0	4.60405	
-8	-3	1	4.56719	
-8	-3	2	4.4728	
-8	-3	3	4.33108	
-8	-3	4	4.15533	
-8	-3	5	3.95903	
-8	-3	6	3.75382	
-8	-3	7	3.54855	
-8	-3	8	3.34931	
-8	-3	9	3.15985	
-8	-3	10	2.98214	
-8	-2	-10	3.06038	
-8	-2	-9	3.24932	
-8	-2	-8	3.45154	
-8	-2	-7	3.66494	
-8	-2	-6	3.88539	
-8	-2	-5	4.10596	
-8	-2	-4	4.31642	
-8	-2	-3	4.50322	
-8	-2	-2	4.65073	
-8	-2	-1	4.74383	
-8	-2	0	4.7716	
-8	-2	1	4.7306	
-8	-2	2	4.62595	
-8	-2	3	4.46969	
-8	-2	4	4.27727	
-8	-2	5	4.06407	
-8	-2	6	3.843	
-8	-2	7	3.6236	
-8	-2	8	3.41221	
-8	-2	9	3.2125	
-8	-2	10	3.02627	
-8	-1	-10	3.08905	
-8	-1	-9	3.28369	
-8	-1	-8	3.49283	
-8	-1	-7	3.7145	
-8	-1	-6	3.9446	
-8	-1	-5	4.17604	
-8	-1	-4	4.39808	
-8	-1	-3	4.59621	
-8	-1	-2	4.7534	
-8	-1	-1	4.85295	
-8	-1	0	4.88271	
-8	-1	1	4.83881	
-8	-1	2	4.72699	
-8	-1	3	4.56062	
-8	-1	4	4.35675	
-8	-1	5	4.13206	
-8	-1	6	3.90033	
-8	-1	7	3.67154	
-8	-1	8	3.45214	
-8	-1	9	3.24575	
-8	-1	10	3.05402	
-8	0	-10	3.09929	
-8	0	-9	3.296	
-8	0	-8	3.50767	
-8	0	-7	3.73237	
-8	0	-6	3.96604	
-8	0	-5	4.20153	
-8	0	-4	4.42792	
-8	0	-3	4.63035	
-8	0	-2	4.79123	
-8	0	-1	4.89327	
-8	0	0	4.92381	
-8	0	1	4.87882	
-8	0	2	4.76427	
-8	0	3	4.59407	
-8	0	4	4.38587	
-8	0	5	4.15686	
-8	0	6	3.92115	
-8	0	7	3.68889	
-8	0	8	3.46654	
-8	0	9	3.2577	
-8	0	10	3.06397	
-8	1	-10	3.09054	
-8	1	-9	3.2855	
-8	1	-8	3.49502	
-8	1	-7	3.71716	
-8	1	-6	3.94783	
-8	1	-5	4.17993	
-8	1	-4	4.4027	
-8	1	-3	4.60159	
-8	1	-2	4.75945	
-8	1	-1	4.85949	
-8	1	0	4.88944	
-8	1	1	4.8454	
-8	1	2	4.73313	
-8	1	3	4.56612	
-8	1	4	4.36151	
-8	1	5	4.13608	
-8	1	6	3.90368	
-8	1	7	3.67431	
-8	1	8	3.45442	
-8	1	9	3.24763	
-8	1	10	3.05558	
-8	2	-10	3.06328	
-8	2	-9	3.25281	
-8	2	-8	3.45577	
-8	2	-7	3.67006	
-8	2	-6	3.89156	
-8	2	-5	4.11335	
-8	2	-4	4.32514	
-8	2	-3	4.5133	
-8	2	-2	4.66202	
-8	2	-1	4.75598	
-8	2	0	4.7841	
-8	2	1	4.74285	
-8	2	2	4.63741	
-8	2	3	4.47999	
-8	2	4	4.28624	
-8	2	5	4.0717	
-8	2	6	3.84939	
-8	2	7	3.62891	
-8	2	8	3.4166	
-8	2	9	3.21614	
-8	2	10	3.02929	
-8	3	-10	3.01895	
-8	3	-9	3.19989	
-8	3	-8	3.39251	
-8	3	-7	3.59457	
-8	3	-6	3.80192	
-8	3	-5	4.00795	
-8	3	-4	4.20314	
-8	3	-3	4.37525	
-8	3	-2	4.51038	
-8	3	-1	4.59535	
-8	3	0	4.62075	
-8	3	1	4.58358	
-8	3	2	4.48821	
-8	3	3	4.34503	
-8	3	4	4.16758	
-8	3	5	3.96955	
-8	3	6	3.76271	
-8	3	7	3.556	
-8	3	8	3.35553	
-8	3	9	3.16503	
-8	3	10	2.98647	
-8	4	-10	2.95974	
-8	4	-9	3.12964	
-8	4	-8	3.30914	
-8	4	-7	3.49586	
-8	4	-6	3.6857	
-8	4	-5	3.8725	
-8	4	-4	4.04773	
-8	4	-3	4.20079	
-8	4	-2	4.32	
-8	4	-1	4.39453	
-8	4	0	4.41676	
-8	4	1	4.38429	
-8	4	2	4.30062	
-8	4	3	4.17416	
-8	4	4	4.01609	
-8	4	5	3.83797	
-8	4	6	3.65007	
-8	4	7	3.46046	
-8	4	8	3.27489	
-8	4	9	3.09708	
-8	4	10	2.92917	
-8	5	-10	2.88832	
-8	5	-9	3.04556	
-8	5	-8	3.21022	
-8	5	-7	3.37983	
-8	5	-6	3.55049	
-8	5	-5	3.71657	
-8	5	-4	3.87066	
-8	5	-3	4.00387	
-8	5	-2	4.10671	
-8	5	-1	4.17061	
-8	5	0	4.18962	
-8	5	1	4.1619	
-8	5	2	4.09014	
-8	5	3	3.9809	
-8	5	4	3.84308	
-8	5	5	3.68613	
-8	5	6	3.51871	
-8	5	7	3.34791	
-8	5	8	3.179	
-8	5	9	3.01559	
-8	5	10	2.85994	
-8	6	-10	2.80754	
-8	6	-9	2.95129	
-8	6	-8	3.10039	
-8	6	-7	3.25237	
-8	6	-6	3.40359	
-8	6	-5	3.54907	
-8	6	-4	3.68252	
-8	6	-3	3.79668	
-8	6	-2	3.88405	
-8	6	-1	3.93799	
-8	6	0	3.95401	
-8	6	1	3.93069	
-8	6	2	3.87008	
-8	6	3	3.77717	
-8	6	4	3.65884	
-8	6	5	3.52262	
-8	6	6	3.37565	
-8	6	7	3.22397	
-8	6	8	3.07231	
-8	6	9	2.92406	
-8	6	10	2.7815	
-8	7	-10	2.72019	
-8	7	-9	2.85032	
-8	7	-8	2.98394	
-8	7	-7	3.1187	
-8	7	-6	3.25127	
-8	7	-5	3.37737	
-8	7	-4	3.49177	
-8	7	-3	3.58865	
-8	7	-2	3.66217	
-8	7	-1	3.70729	
-8	7	0	3.72066	
-8	7	1	3.70122	
-8	7	2	3.6505	
-8	7	3	3.57221	
-8	7	4	3.47163	
-8	7	5	3.35463	
-8	7	6	3.22696	
-8	7	7	3.09369	
-8	7	8	2.95893	
-8	7	9	2.82581	
-8	7	10	2.69652	
-8	8	-10	2.62879	
-8	8	-9	2.74568	
-8	8	-8	2.86452	
-8	8	-7	2.98309	
-8	8	-6	3.09849	
-8	8	-5	3.20705	
-8	8	-4	3.30451	
-8	8	-3	3.38627	
-8	8	-2	3.44784	
-8	8	-1	3.48542	
-8	8	0	3.49653	
-8	8	1	3.48039	
-8	8	2	3.43812	
-8	8	3	3.37249	
-8	8	4	3.28747	
-8	8	5	3.1876	
-8	8	6	3.07747	
-8	8	7	2.96123	
-8	8	8	2.84241	
-8	8	9	2.72379	
-8	8	10	2.60745	
-8	9	-10	2.53552	
-8	9	-9	2.63991	
-8	9	-8	2.74502	
-8	9	-7	2.84883	
-8	9	-6	2.94882	
-8	9	-5	3.04194	
-8	9	-4	3.12473	
-8	9	-3	3.19358	
-8	9	-2	3.24507	
-8	9	-1	3.27636	
-8	9	0	3.28558	
-8	9	1	3.27219	
-8	9	2	3.23699	
-8	9	3	3.18204	
-8	9	4	3.11034	
-8	9	5	3.02536	
-8	9	6	2.93072	
-8	9	7	2.8298	
-8	9	8	2.72557	
-8	9	9	2.62047	
-8	9	10	2.51638	
-8	10	-10	2.44213	
-8	10	-9	2.53499	
-8	10	-8	2.62762	
-8	10	-7	2.71824	
-8	10	-6	2.80469	
-8	10	-5	2.88444	
-8	10	-4	2.95474	
-8	10	-3	3.01276	
-8	10	-2	3.05587	
-8	10	-1	3.08195	
-8	10	0	3.08963	
-8	10	1	3.07849	
-8	10	2	3.04913	
-8	10	3	3.00308	
-8	10	4	2.94258	
-8	10	5	2.87032	
-8	10	6	2.78912	
-8	10	7	2.70172	
-8	10	8	2.61057	
-8	10	9	2.51778	
-8	10	10	2.42503	
-7	-10	-10	2.50756	
-7	-10	-9	2.60837	
-7	-10	-8	2.70957	
-7	-10	-7	2.80923	
-7	-10	-6	2.90491	
-7	-10	-5	2.99373	
-7	-10	-4	3.07248	
-7	-10	-3	3.13778	
-7	-10	-2	3.1865	
-7	-10	-1	3.21602	
-7	-10	0	3.22468	
-7	-10	1	3.21195	
-7	-10	2	3.1786	
-7	-10	3	3.1265	
-7	-10	4	3.05839	
-7	-10	5	2.97749	
-7	-10	6	2.88715	
-7	-10	7	2.79053	
-7	-10	8	2.69044	
-7	-10	9	2.58921	
-7	-10	10	2.48868	
-7	-9	-10	2.60986	
-7	-9	-9	2.72411	
-7	-9	-8	2.84	
-7	-9	-7	2.95538	
-7	-9	-6	3.0674	
-7	-9	-5	3.17254	
-7	-9	-4	3.26671	
-7	-9	-3	3.34552	
-7	-9	-2	3.40475	
-7	-9	-1	3.44083	
-7	-9	0	3.45142	
-7	-9	1	3.43583	
-7	-9	2	3.3951	
-7	-9	3	3.33183	
-7	-9	4	3.24976	
-7	-9	5	3.1532	
-7	-9	6	3.04648	
-7	-9	7	2.93361	
-7	-9	8	2.81798	
-7	-9	9	2.70229	
-7	-9	10	2.58858	
-7	-8	-10	2.71292	
-7	-8	-9	2.84193	
-7	-8	-8	2.97427	
-7	-8	-7	3.1076	
-7	-8	-6	3.23863	
-7	-8	-5	3.36311	
-7	-8	-4	3.47591	
-7	-8	-3	3.57131	
-7	-8	-2	3.64361	
-7	-8	-1	3.68791	
-7	-8	0	3.70096	
-7	-8	1	3.68175	
-7	-8	2	3.63175	
-7	-8	3	3.55462	
-7	-8	4	3.45547	
-7	-8	5	3.34006	
-7	-8	6	3.214	
-7	-8	7	3.08229	
-7	-8	8	2.94898	
-7	-8	9	2.81716	
-7	-8	10	2.68903	
-7	-7	-10	2.81483	
-7	-7	-9	2.95973	
-7	-7	-8	3.11013	
-7	-7	-7	3.26355	
-7	-7	-6	3.41632	
-7	-7	-5	3.56339	
-7	-7	-4	3.69839	
-7	-7	-3	3.81392	
-7	-7	-2	3.90235	
-7	-7	-1	3.95691	
-7	-7	0	3.97302	
-7	-7	1	3.94927	
-7	-7	2	3.88775	
-7	-7	3	3.79357	
-7	-7	4	3.67375	
-7	-7	5	3.53595	
-7	-7	6	3.38741	
-7	-7	7	3.23424	
-7	-7	8	3.08123	
-7	-7	9	2.93178	
-7	-7	10	2.78817	
-7	-6	-10	2.91319	
-7	-6	-9	3.07472	
-7	-6	-8	3.24438	
-7	-6	-7	3.41969	
-7	-6	-6	3.59668	
-7	-6	-5	3.76952	
-7	-6	-4	3.93042	
-7	-6	-3	4.06992	
-7	-6	-2	4.17787	
-7	-6	-1	4.245	
-7	-6	0	4.26489	
-7	-6	1	4.23555	
-7	-6	2	4.15992	
-7	-6	3	4.04515	
-7	-6	4	3.90082	
-7	-6	5	3.73703	
-7	-6	6	3.56296	
-7	-6	7	3.38599	
-7	-6	8	3.21159	
-7	-6	9	3.04341	
-7	-6	10	2.88366	
-7	-5	-10	3.00509	
-7	-5	-9	3.18337	
-7	-5	-8	3.3728	
-7	-5	-7	3.57109	
-7	-5	-6	3.77409	
-7	-5	-5	3.97527	
-7	-5	-4	4.16534	
-7	-5	-3	4.33247	
-7	-5	-2	4.46335	
-7	-5	-1	4.54545	
-7	-5	0	4.56987	
-7	-5	1	4.53381	
-7	-5	2	4.44142	
-7	-5	3	4.30255	
-7	-5	4	4.13009	
-7	-5	5	3.93716	
-7	-5	6	3.73514	
-7	-5	7	3.53274	
-7	-5	8	3.336	
-7	-5	9	3.14865	
-7	-5	10	2.97272	
-7	-4	-10	3.08726	
-7	-4	-9	3.28154	
-7	-4	-8	3.49023	
-7	-4	-7	3.71137	
-7	-4	-6	3.94084	
-7	-4	-5	4.17156	
-7	-4	-4	4.39282	
-7	-4	-3	4.59017	
-7	-4	-2	4.74667	
-7	-4	-1	4.84574	
-7	-4	0	4.87533	
-7	-4	1	4.8316	
-7	-4	2	4.72024	
-7	-4	3	4.55456	
-7	-4	4	4.35146	
-7	-4	5	4.12754	
-7	-4	6	3.89653	
-7	-4	7	3.66837	
-7	-4	8	3.4495	
-7	-4	9	3.24356	
-7	-4	10	3.0522	
-7	-3	-10	3.15621	
-7	-3	-9	3.36472	
-7	-3	-8	3.59082	
-7	-3	-7	3.83301	
-7	-3	-6	4.08739	
-7	-3	-5	4.34658	
-7	-3	-4	4.59861	
-7	-3	-3	4.8265	
-7	-3	-2	5.0094	
-7	-3	-1	5.12623	
-7	-3	0	5.16127	
-7	-3	1	5.10946	
-7	-3	2	4.97831	
-7	-3	3	4.78509	
-7	-3	4	4.55119	
-7	-3	5	4.29684	
-7	-3	6	4.03802	
-7	-3	7	3.78571	
-7	-3	8	3.54653	
-7	-3	9	3.32384	
-7	-3	10	3.11881	
-7	-2	-10	3.20863	
-7	-2	-9	3.42845	
-7	-2	-8	3.66859	
-7	-2	-7	3.92804	
-7	-2	-6	4.20323	
-7	-2	-5	4.48669	
-7	-2	-4	4.76551	
-7	-2	-3	5.02055	
-7	-2	-2	5.22738	
-7	-2	-1	5.36055	
-7	-2	0	5.40064	
-7	-2	1	5.34136	
-7	-2	2	5.19206	
-7	-2	3	4.97398	
-7	-2	4	4.71281	
-7	-2	5	4.43207	
-7	-2	6	4.14964	
-7	-2	7	3.87724	
-7	-2	8	3.62145	
-7	-2	9	3.38528	
-7	-2	10	3.1694	
-7	-1	-10	3.24171	
-7	-1	-9	3.46889	
-7	-1	-8	3.71828	
-7	-1	-7	3.98923	
-7	-1	-6	4.27848	
-7	-1	-5	4.57857	
-7	-1	-4	4.87608	
-7	-1	-3	5.15038	
-7	-1	-2	5.37446	
-7	-1	-1	5.51953	
-7	-1	0	5.56334	
-7	-1	1	5.49862	
-7	-1	2	5.33615	
-7	-1	3	5.10022	
-7	-1	4	4.81976	
-7	-1	5	4.52067	
-7	-1	6	4.22209	
-7	-1	7	3.93613	
-7	-1	8	3.6693	
-7	-1	9	3.42426	
-7	-1	10	3.20132	
-7	0	-10	3.25354	
-7	0	-9	3.4834	
-7	0	-8	3.73618	
-7	0	-7	4.01138	
-7	0	-6	4.30586	
-7	0	-5	4.61222	
-7	0	-4	4.91685	
-7	0	-3	5.19857	
-7	0	-2	5.42937	
-7	0	-1	5.57914	
-7	0	0	5.62446	
-7	0	1	5.55763	
-7	0	2	5.39002	
-7	0	3	5.14718	
-7	0	4	4.8593	
-7	0	5	4.55322	
-7	0	6	4.24855	
-7	0	7	3.95753	
-7	0	8	3.68661	
-7	0	9	3.4383	
-7	0	10	3.21277	
-7	1	-10	3.24342	
-7	1	-9	3.471	
-7	1	-8	3.72091	
-7	1	-7	3.99251	
-7	1	-6	4.28258	
-7	1	-5	4.58369	
-7	1	-4	4.8824	
-7	1	-3	5.158	
-7	1	-2	5.38332	
-7	1	-1	5.52934	
-7	1	0	5.57353	
-7	1	1	5.50852	
-7	1	2	5.34519	
-7	1	3	5.10805	
-7	1	4	4.8263	
-7	1	5	4.52599	
-7	1	6	4.22637	
-7	1	7	3.93956	
-7	1	8	3.67205	
-7	1	9	3.42647	
-7	1	10	3.20311	
-7	2	-10	3.21195	
-7	2	-9	3.43253	
-7	2	-8	3.67364	
-7	2	-7	3.93431	
-7	2	-6	4.21102	
-7	2	-5	4.49631	
-7	2	-4	4.77728	
-7	2	-3	5.03461	
-7	2	-2	5.24361	
-7	2	-1	5.37838	
-7	2	0	5.41913	
-7	2	1	5.35936	
-7	2	2	5.20859	
-7	2	3	4.98842	
-7	2	4	4.72496	
-7	2	5	4.44206	
-7	2	6	4.15774	
-7	2	7	3.88377	
-7	2	8	3.62673	
-7	2	9	3.38954	
-7	2	10	3.17287	
-7	3	-10	3.16096	
-7	3	-9	3.3705	
-7	3	-8	3.59791	
-7	3	-7	3.84173	
-7	3	-6	4.0981	
-7	3	-5	4.35966	
-7	3	-4	4.61439	
-7	3	-3	4.8451	
-7	3	-2	5.0306	
-7	3	-1	5.14934	
-7	3	0	5.18515	
-7	3	1	5.13278	
-7	3	2	4.99988	
-7	3	3	4.80415	
-7	3	4	4.56746	
-7	3	5	4.3104	
-7	3	6	4.04916	
-7	3	7	3.7948	
-7	3	8	3.55394	
-7	3	9	3.32988	
-7	3	10	3.12376	
-7	4	-10	3.09318	
-7	4	-9	3.28869	
-7	4	-8	3.49891	
-7	4	-7	3.72191	
-7	4	-6	3.9536	
-7	4	-5	4.18692	
-7	4	-4	4.41104	
-7	4	-3	4.61131	
-7	4	-2	4.77044	
-7	4	-1	4.8714	
-7	4	0	4.90174	
-7	4	1	4.85747	
-7	4	2	4.7444	
-7	4	3	4.57619	
-7	4	4	4.37022	
-7	4	5	4.14343	
-7	4	6	3.90978	
-7	4	7	3.67933	
-7	4	8	3.45855	
-7	4	9	3.25102	
-7	4	10	3.05837	
-7	5	-10	3.01192	
-7	5	-9	3.19153	
-7	5	-8	3.38258	
-7	5	-7	3.5828	
-7	5	-6	3.78806	
-7	5	-5	3.9918	
-7	5	-4	4.18461	
-7	5	-3	4.35446	
-7	5	-2	4.48774	
-7	5	-1	4.57153	
-7	5	0	4.59663	
-7	5	1	4.56009	
-7	5	2	4.46618	
-7	5	3	4.32502	
-7	5	4	4.14989	
-7	5	5	3.95422	
-7	5	6	3.74961	
-7	5	7	3.5449	
-7	5	8	3.34617	
-7	5	9	3.15715	
-7	5	10	2.97982	
-7	6	-10	2.92064	
-7	6	-9	3.08354	
-7	6	-8	3.25481	
-7	6	-7	3.43201	
-7	6	-6	3.61115	
-7	6	-5	3.78635	
-7	6	-4	3.94971	
-7	6	-3	4.0916	
-7	6	-2	4.2016	
-7	6	-1	4.27015	
-7	6	0	4.29061	
-7	6	1	4.26087	
-7	6	2	4.18397	
-7	6	3	4.06726	
-7	6	4	3.9206	
-7	6	5	3.75435	
-7	6	6	3.57789	
-7	6	7	3.39875	
-7	6	8	3.22241	
-7	6	9	3.05256	
-7	6	10	2.89141	
-7	7	-10	2.82268	
-7	7	-9	2.9689	
-7	7	-8	3.12084	
-7	7	-7	3.27601	
-7	7	-6	3.43073	
-7	7	-5	3.57989	
-7	7	-4	3.71702	
-7	7	-3	3.83456	
-7	7	-2	3.92467	
-7	7	-1	3.98038	
-7	7	0	3.99694	
-7	7	1	3.97289	
-7	7	2	3.91035	
-7	7	3	3.81458	
-7	7	4	3.69281	
-7	7	5	3.5529	
-7	7	6	3.40225	
-7	7	7	3.24711	
-7	7	8	3.09231	
-7	7	9	2.94128	
-7	7	10	2.7963	
-7	8	-10	2.72095	
-7	8	-9	2.8512	
-7	8	-8	2.98496	
-7	8	-7	3.11987	
-7	8	-6	3.25262	
-7	8	-5	3.3789	
-7	8	-4	3.49347	
-7	8	-3	3.59052	
-7	8	-2	3.66418	
-7	8	-1	3.7094	
-7	8	0	3.72281	
-7	8	1	3.70336	
-7	8	2	3.65255	
-7	8	3	3.57415	
-7	8	4	3.4734	
-7	8	5	3.35623	
-7	8	6	3.22838	
-7	8	7	3.09493	
-7	8	8	2.96002	
-7	8	9	2.82675	
-7	8	10	2.69733	
-7	9	-10	2.6179	
-7	9	-9	2.73329	
-7	9	-8	2.85046	
-7	9	-7	2.96723	
-7	9	-6	3.08073	
-7	9	-5	3.18738	
-7	9	-4	3.28303	
-7	9	-3	3.36318	
-7	9	-2	3.42348	
-7	9	-1	3.46028	
-7	9	0	3.47116	
-7	9	1	3.45539	
-7	9	2	3.41402	
-7	9	3	3.34974	
-7	9	4	3.26639	
-7	9	5	3.16837	
-7	9	6	3.06015	
-7	9	7	2.94579	
-7	9	8	2.82874	
-7	9	9	2.71175	
-7	9	10	2.59688	
-7	10	-10	2.51548	
-7	10	-9	2.61732	
-7	10	-8	2.71965	
-7	10	-7	2.82051	
-7	10	-6	2.91745	
-7	10	-5	3.00754	
-7	10	-4	3.08749	
-7	10	-3	3.15388	
-7	10	-2	3.20345	
-7	10	-1	3.23354	
-7	10	0	3.24242	
-7	10	1	3.22955	
-7	10	2	3.1957	
-7	10	3	3.14281	
-7	10	4	3.07366	
-7	10	5	2.99158	
-7	10	6	2.89998	
-7	10	7	2.8021	
-7	10	8	2.70079	
-7	10	9	2.59842	
-7	10	10	2.49683	
-6	-10	-10	2.57617	
-6	-10	-9	2.68587	
-6	-10	-8	2.79675	
-6	-10	-7	2.90675	
-6	-10	-6	3.01314	
-6	-10	-5	3.11262	
-6	-10	-4	3.20142	
-6	-10	-3	3.27551	
-6	-10	-2	3.33104	
-6	-10	-1	3.36481	
-6	-10	0	3.37473	
-6	-10	1	3.36015	
-6	-10	2	3.32202	
-6	-10	3	3.26267	
-6	-10	4	3.18549	
-6	-10	5	3.09438	
-6	-10	6	2.99333	
-6	-10	7	2.88605	
-6	-10	8	2.77573	
-6	-10	9	2.66496	
-6	-10	10	2.55571	
-6	-9	-10	2.68748	
-6	-9	-9	2.81274	
-6	-9	-8	2.94087	
-6	-9	-7	3.06957	
-6	-9	-6	3.19567	
-6	-9	-5	3.31509	
-6	-9	-4	3.42298	
-6	-9	-3	3.51399	
-6	-9	-2	3.58282	
-6	-9	-1	3.62493	
-6	-9	0	3.63733	
-6	-9	1	3.61909	
-6	-9	2	3.57157	
-6	-9	3	3.49812	
-6	-9	4	3.40349	
-6	-9	5	3.29303	
-6	-9	6	3.17203	
-6	-9	7	3.0452	
-6	-9	8	2.91644	
-6	-9	9	2.78874	
-6	-9	10	2.66427	
-6	-8	-10	2.80042	
-6	-8	-9	2.943	
-6	-8	-8	3.09075	
-6	-8	-7	3.24119	
-6	-8	-6	3.39071	
-6	-8	-5	3.53438	
-6	-8	-4	3.66601	
-6	-8	-3	3.77846	
-6	-8	-2	3.86441	
-6	-8	-1	3.91739	
-6	-8	0	3.93303	
-6	-8	1	3.90999	
-6	-8	2	3.85026	
-6	-8	3	3.7587	
-6	-8	4	3.64204	
-6	-8	5	3.50763	
-6	-8	6	3.36247	
-6	-8	7	3.2125	
-6	-8	8	3.0624	
-6	-8	9	2.91553	
-6	-8	10	2.77418	
-6	-7	-10	2.91293	
-6	-7	-9	3.07443	
-6	-7	-8	3.24405	
-6	-7	-7	3.41932	
-6	-7	-6	3.59627	
-6	-7	-5	3.76907	
-6	-7	-4	3.92994	
-6	-7	-3	4.06942	
-6	-7	-2	4.17735	
-6	-7	-1	4.24448	
-6	-7	0	4.26438	
-6	-7	1	4.23504	
-6	-7	2	4.15944	
-6	-7	3	4.04469	
-6	-7	4	3.90038	
-6	-7	5	3.73662	
-6	-7	6	3.56258	
-6	-7	7	3.38566	
-6	-7	8	3.21129	
-6	-7	9	3.04314	
-6	-7	10	2.88342	
-6	-6	-10	3.02234	
-6	-6	-9	3.20391	
-6	-6	-8	3.39728	
-6	-6	-7	3.6002	
-6	-6	-6	3.80852	
-6	-6	-5	4.01558	
-6	-6	-4	4.21182	
-6	-6	-3	4.38488	
-6	-6	-2	4.52075	
-6	-6	-1	4.60614	
-6	-6	0	4.63157	
-6	-6	1	4.59403	
-6	-6	2	4.49798	
-6	-6	3	4.35388	
-6	-6	4	4.1754	
-6	-6	5	3.97633	
-6	-6	6	3.76851	
-6	-6	7	3.56092	
-6	-6	8	3.35969	
-6	-6	9	3.16853	
-6	-6	10	2.98942	
-6	-5	-10	3.12535	
-6	-5	-9	3.3274	
-6	-5	-8	3.54558	
-6	-5	-7	3.77815	
-6	-5	-6	4.02108	
-6	-5	-5	4.26712	
-6	-5	-4	4.50486	
-6	-5	-3	4.71849	
-6	-5	-2	4.889	
-6	-5	-1	4.99747	
-6	-5	0	5.02994	
-6	-5	1	4.98195	
-6	-5	2	4.86012	
-6	-5	3	4.6798	
-6	-5	4	4.46027	
-6	-5	5	4.22003	
-6	-5	6	3.97403	
-6	-5	7	3.73281	
-6	-5	8	3.5029	
-6	-5	9	3.28783	
-6	-5	10	3.08899	
-6	-4	-10	3.21808	
-6	-4	-9	3.43999	
-6	-4	-8	3.68275	
-6	-4	-7	3.94545	
-6	-4	-6	4.22459	
-6	-4	-5	4.5127	
-6	-4	-4	4.79673	
-6	-4	-3	5.05709	
-6	-4	-2	5.26867	
-6	-4	-1	5.40508	
-6	-4	0	5.44616	
-6	-4	1	5.38536	
-6	-4	2	5.23243	
-6	-4	3	5.00941	
-6	-4	4	4.74288	
-6	-4	5	4.45703	
-6	-4	6	4.17009	
-6	-4	7	3.89388	
-6	-4	8	3.635	
-6	-4	9	3.39632	
-6	-4	10	3.17845	
-6	-3	-10	3.2964	
-6	-3	-9	3.53616	
-6	-3	-8	3.80149	
-6	-3	-7	4.09252	
-6	-3	-6	4.40665	
-6	-3	-5	4.73667	
-6	-3	-4	5.06835	
-6	-3	-3	5.37846	
-6	-3	-2	5.63505	
-6	-3	-1	5.80281	
-6	-3	0	5.85365	
-6	-3	1	5.77833	
-6	-3	2	5.59063	
-6	-3	3	5.32106	
-6	-3	4	5.00487	
-6	-3	5	4.67237	
-6	-3	6	4.34489	
-6	-3	7	4.03507	
-6	-3	8	3.74906	
-6	-3	9	3.48882	
-6	-3	10	3.25388	
-6	-2	-10	3.35625	
-6	-2	-9	3.61035	
-6	-2	-8	3.89413	
-6	-2	-7	4.20878	
-6	-2	-6	4.55281	
-6	-2	-5	4.91963	
-6	-2	-4	5.29444	
-6	-2	-3	5.65096	
-6	-2	-2	5.9508	
-6	-2	-1	6.14934	
-6	-2	0	6.2099	
-6	-2	1	6.12017	
-6	-2	2	5.89847	
-6	-2	3	5.58444	
-6	-2	4	5.22218	
-6	-2	5	4.84773	
-6	-2	6	4.48485	
-6	-2	7	4.14644	
-6	-2	8	3.83789	
-6	-2	9	3.56006	
-6	-2	10	3.31145	
-6	-1	-10	3.39415	
-6	-1	-9	3.65766	
-6	-1	-8	3.95369	
-6	-1	-7	4.28429	
-6	-1	-6	4.64885	
-6	-1	-5	5.0415	
-6	-1	-4	5.44729	
-6	-1	-3	5.83802	
-6	-1	-2	6.17052	
-6	-1	-1	6.39277	
-6	-1	0	6.46092	
-6	-1	1	6.36004	
-6	-1	2	6.1123	
-6	-1	3	5.76487	
-6	-1	4	5.36883	
-6	-1	5	4.96435	
-6	-1	6	4.57671	
-6	-1	7	4.21871	
-6	-1	8	3.89498	
-6	-1	9	3.60548	
-6	-1	10	3.3479	
-6	0	-10	3.40773	
-6	0	-9	3.67467	
-6	0	-8	3.97522	
-6	0	-7	4.31175	
-6	0	-6	4.68402	
-6	0	-5	5.0865	
-6	0	-4	5.50429	
-6	0	-3	5.9085	
-6	0	-2	6.2541	
-6	0	-1	6.48604	
-6	0	0	6.55739	
-6	0	1	6.45204	
-6	0	2	6.19379	
-6	0	3	5.83303	
-6	0	4	5.42369	
-6	0	5	5.00758	
-6	0	6	4.61047	
-6	0	7	4.24509	
-6	0	8	3.91569	
-6	0	9	3.62188	
-6	0	10	3.36102	
